"dataset","source","metric","q","n","method","value","lo","hi"
"unificado analisis","living_trees","filogenetica_meanPD",1,601,"Rarefaction",7.11557755262559,7.0663844802933,7.16173822751664
"unificado analisis","living_trees","filogenetica_meanPD",1,635,"Rarefaction",7.11682876439388,7.08890103835604,7.13940074797093
"unificado analisis","living_trees","filogenetica_meanPD",1,651,"Observed",7.11737484984469,7.11737484984469,7.11737484984469
"unificado analisis","living_trees","filogenetica_meanPD",1,668,"Extrapolation",7.11793480870205,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,702,"Extrapolation",7.11901265444633,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,735,"Extrapolation",7.12000736245765,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,768,"Extrapolation",7.12095388096006,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,802,"Extrapolation",7.12188114529782,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,835,"Extrapolation",7.12273688673417,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,868,"Extrapolation",7.12355117102019,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,902,"Extrapolation",7.12434889106189,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,935,"Extrapolation",7.12508508037329,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,968,"Extrapolation",7.12578560434272,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1002,"Extrapolation",7.12647187819046,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1035,"Extrapolation",7.12710521751375,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1068,"Extrapolation",7.12770787415367,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1102,"Extrapolation",7.12829827149793,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1135,"Extrapolation",7.12884312958296,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1169,"Extrapolation",7.12937690411574,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1202,"Extrapolation",7.12986950689013,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1235,"Extrapolation",7.13033824508766,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1269,"Extrapolation",7.13079744817054,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1302,"Extrapolation",7.13122123143247,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1,"Rarefaction",2.98789762838828,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",2,34,"Rarefaction",5.43480622529883,4.99217115040942,5.94510104589454
"unificado analisis","living_trees","filogenetica_meanPD",2,68,"Rarefaction",5.50308955302896,5.18344440085612,5.82347707650651
"unificado analisis","living_trees","filogenetica_meanPD",2,101,"Rarefaction",5.52577337600535,5.33110988608605,5.76569825315739
"unificado analisis","living_trees","filogenetica_meanPD",2,134,"Rarefaction",5.5373562477748,5.31984875301926,5.73267044107591
"unificado analisis","living_trees","filogenetica_meanPD",2,168,"Rarefaction",5.54455516129661,5.37332410268323,5.72497309808191
"unificado analisis","living_trees","filogenetica_meanPD",2,201,"Rarefaction",5.54922326455213,5.37881846362069,5.73121843466975
"unificado analisis","living_trees","filogenetica_meanPD",2,235,"Rarefaction",5.55266661908955,5.40263066565842,5.7169030922741
"unificado analisis","living_trees","filogenetica_meanPD",2,268,"Rarefaction",5.55517586740725,5.41988513768605,5.66818477174958
"unificado analisis","living_trees","filogenetica_meanPD",2,301,"Rarefaction",5.55713649212176,5.45837560130988,5.67643306432714
"unificado analisis","living_trees","filogenetica_meanPD",2,335,"Rarefaction",5.55875356296023,5.4730115504191,5.65987106448177
"unificado analisis","living_trees","filogenetica_meanPD",2,368,"Rarefaction",5.56003799000128,5.47500125988735,5.64446355945907
"unificado analisis","living_trees","filogenetica_meanPD",2,401,"Rarefaction",5.56111147024045,5.47756151209469,5.64539179170689
"unificado analisis","living_trees","filogenetica_meanPD",2,435,"Rarefaction",5.56204746738744,5.48245835673806,5.63823731942923
"unificado analisis","living_trees","filogenetica_meanPD",2,468,"Rarefaction",5.56282611678491,5.48258095760954,5.61999364921142
"unificado analisis","living_trees","filogenetica_meanPD",2,501,"Rarefaction",5.56350236645936,5.49786551607028,5.62236035453465
"unificado analisis","living_trees","filogenetica_meanPD",2,535,"Rarefaction",5.56411199388328,5.52275674054764,5.61345243630269
"unificado analisis","living_trees","filogenetica_meanPD",2,568,"Rarefaction",5.56463400197636,5.5262279938442,5.60198089641144
"unificado analisis","living_trees","filogenetica_meanPD",2,601,"Rarefaction",5.56509876713131,5.5359411831353,5.59420941017959
"unificado analisis","living_trees","filogenetica_meanPD",2,635,"Rarefaction",5.56552716060788,5.54956591446202,5.58058540080398
"unificado analisis","living_trees","filogenetica_meanPD",2,651,"Observed",5.5657132944544,5.5657132944544,5.5657132944544
"unificado analisis","living_trees","filogenetica_meanPD",2,668,"Extrapolation",5.56590130436739,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,702,"Extrapolation",5.56625004014183,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,735,"Extrapolation",5.56655770072669,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,768,"Extrapolation",5.56683895148332,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,802,"Extrapolation",5.56710454306736,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,835,"Extrapolation",5.5673416603959,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,868,"Extrapolation",5.56756076602,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,902,"Extrapolation",5.56776975906523,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,935,"Extrapolation",5.56795808319213,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,968,"Extrapolation",5.56813357850444,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1002,"Extrapolation",5.56830231197354,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1035,"Extrapolation",5.56845548996591,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1068,"Extrapolation",5.56859920956517,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1102,"Extrapolation",5.56873828863758,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1135,"Extrapolation",5.56886531473409,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1169,"Extrapolation",5.56898869467027,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1202,"Extrapolation",5.56910177560721,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1235,"Extrapolation",5.56920881758321,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1269,"Extrapolation",5.56931328441746,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1302,"Extrapolation",5.56940946448478,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1,"Rarefaction",3.02662465833898,2.08507173854416,4.36367686887763
"unificado analisis","pooled","filogenetica_meanPD",0,46,"Rarefaction",15.349107518787,12.9162340947554,17.3182319841041
"unificado analisis","pooled","filogenetica_meanPD",0,91,"Rarefaction",17.3699292660678,15.8148674592873,18.8263661746018
"unificado analisis","pooled","filogenetica_meanPD",0,136,"Rarefaction",18.4453401204308,17.0364534226822,19.9082004191733
"unificado analisis","pooled","filogenetica_meanPD",0,181,"Rarefaction",19.2054405278555,17.7588033097579,20.3900748797291
"unificado analisis","pooled","filogenetica_meanPD",0,226,"Rarefaction",19.8124693111719,18.5674096300705,21.2186518115969
"unificado analisis","pooled","filogenetica_meanPD",0,271,"Rarefaction",20.3250589630816,19.0417780968673,21.5306423067039
"unificado analisis","pooled","filogenetica_meanPD",0,316,"Rarefaction",20.7705776531027,19.4574647688865,21.7574965118116
"unificado analisis","pooled","filogenetica_meanPD",0,361,"Rarefaction",21.1647218573779,20.0026762369459,22.2353573139328
"unificado analisis","pooled","filogenetica_meanPD",0,406,"Rarefaction",21.5178451799273,20.4411046311712,22.8197687754055
"unificado analisis","pooled","filogenetica_meanPD",0,450,"Rarefaction",21.8305952363191,20.6747898583559,22.9663831133276
"unificado analisis","pooled","filogenetica_meanPD",0,495,"Rarefaction",22.1226952608469,20.9977649215879,23.1423768194363
"unificado analisis","pooled","filogenetica_meanPD",0,540,"Rarefaction",22.3910595882267,21.593692962485,23.2483123934251
"unificado analisis","pooled","filogenetica_meanPD",0,585,"Rarefaction",22.6391603365763,21.7180259612984,23.3384759756544
"unificado analisis","pooled","filogenetica_meanPD",0,630,"Rarefaction",22.8697989045938,22.034905474527,23.6071045476154
"unificado analisis","pooled","filogenetica_meanPD",0,675,"Rarefaction",23.0852634247349,22.280121685948,23.823938956794
"unificado analisis","pooled","filogenetica_meanPD",0,720,"Rarefaction",23.2874414911328,22.6160529398034,23.7988042286119
"unificado analisis","pooled","filogenetica_meanPD",0,765,"Rarefaction",23.477904720331,22.8585062818431,23.9027972720991
"unificado analisis","pooled","filogenetica_meanPD",0,810,"Rarefaction",23.657975382373,23.1285126928039,23.9092155704228
"unificado analisis","pooled","filogenetica_meanPD",0,855,"Rarefaction",23.8287814696362,23.5349122199082,23.9092155704228
"unificado analisis","pooled","filogenetica_meanPD",0,877,"Observed",23.9092155704228,23.9092155704228,23.9092155704228
"unificado analisis","pooled","filogenetica_meanPD",0,900,"Extrapolation",23.9912918284817,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,945,"Extrapolation",24.1461352245438,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,990,"Extrapolation",24.2936810972534,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1035,"Extrapolation",24.4342733672971,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1080,"Extrapolation",24.5682397469257,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1125,"Extrapolation",24.6958925038318,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1170,"Extrapolation",24.817529189028,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1215,"Extrapolation",24.9334333304199,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1260,"Extrapolation",25.0438750936933,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1305,"Extrapolation",25.149111912054,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1349,"Extrapolation",25.2472128925148,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1394,"Extrapolation",25.3428667233341,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1439,"Extrapolation",25.434012541013,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1484,"Extrapolation",25.5208628010518,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1529,"Extrapolation",25.6036199462601,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1574,"Extrapolation",25.68247687864,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1619,"Extrapolation",25.757617409028,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1664,"Extrapolation",25.8292166855481,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1709,"Extrapolation",25.8974416018713,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1754,"Extrapolation",25.9624511862349,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1,"Rarefaction",3.02662465833899,2.08507173854416,4.36367686887763
"unificado analisis","pooled","filogenetica_meanPD",1,46,"Rarefaction",8.83288324089797,7.67953406786856,10.0495399653441
"unificado analisis","pooled","filogenetica_meanPD",1,91,"Rarefaction",9.10783508433404,8.36376579032911,9.94175243158171
"unificado analisis","pooled","filogenetica_meanPD",1,136,"Rarefaction",9.20939635756501,8.55112804572105,9.92948261601119
"unificado analisis","pooled","filogenetica_meanPD",1,181,"Rarefaction",9.26317547122163,8.67207240837256,9.89267025038736
"unificado analisis","pooled","filogenetica_meanPD",1,226,"Rarefaction",9.29687454793287,8.8286895647099,9.76709332797273
"unificado analisis","pooled","filogenetica_meanPD",1,271,"Rarefaction",9.32014732911574,8.89125627571513,9.72481227042424
"unificado analisis","pooled","filogenetica_meanPD",1,316,"Rarefaction",9.33726567433011,8.97048725403462,9.69872125512642
"unificado analisis","pooled","filogenetica_meanPD",1,361,"Rarefaction",9.35042637975342,8.91972813568869,9.68121403700951
"unificado analisis","pooled","filogenetica_meanPD",1,406,"Rarefaction",9.36088183224721,9.03257361679472,9.7045608997813
"unificado analisis","pooled","filogenetica_meanPD",1,450,"Rarefaction",9.36922927670848,9.09225168517896,9.66646583861134
"unificado analisis","pooled","filogenetica_meanPD",1,495,"Rarefaction",9.37634128044934,9.12026957402533,9.64741208176259
"unificado analisis","pooled","filogenetica_meanPD",1,540,"Rarefaction",9.38235174367684,9.15274750492624,9.59959729474326
"unificado analisis","pooled","filogenetica_meanPD",1,585,"Rarefaction",9.38750217777413,9.18151816916838,9.58364389264869
"unificado analisis","pooled","filogenetica_meanPD",1,630,"Rarefaction",9.39196777876899,9.19965016016932,9.56330090524629
"unificado analisis","pooled","filogenetica_meanPD",1,675,"Rarefaction",9.39587884172627,9.22473761266167,9.57178149505297
"unificado analisis","pooled","filogenetica_meanPD",1,720,"Rarefaction",9.39933434553093,9.24594608277103,9.53886019214767
"unificado analisis","pooled","filogenetica_meanPD",1,765,"Rarefaction",9.40241086912054,9.27990560720634,9.49717297724836
"unificado analisis","pooled","filogenetica_meanPD",1,810,"Rarefaction",9.40516861823339,9.31602426871025,9.47021185751631
"unificado analisis","pooled","filogenetica_meanPD",1,855,"Rarefaction",9.40765560463615,9.36015194142516,9.44475726764934
"unificado analisis","pooled","filogenetica_meanPD",1,877,"Observed",9.40878492443993,9.40878492443993,9.40878492443993
"unificado analisis","pooled","filogenetica_meanPD",1,900,"Extrapolation",9.40992420742335,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,945,"Extrapolation",9.4120718853873,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,990,"Extrapolation",9.41411623395538,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1035,"Extrapolation",9.41606222452655,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1080,"Extrapolation",9.41791458931515,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1125,"Extrapolation",9.41967783285848,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1170,"Extrapolation",9.42135624297093,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1215,"Extrapolation",9.42295390117091,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1260,"Extrapolation",9.42447469260622,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1305,"Extrapolation",9.42592231550188,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1349,"Extrapolation",9.42727040086531,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1394,"Extrapolation",9.42858351623688,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1439,"Extrapolation",9.4298334548099,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1484,"Extrapolation",9.43102325615573,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1529,"Extrapolation",9.43215581360544,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1574,"Extrapolation",9.43323388128571,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1619,"Extrapolation",9.43426008081629,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1664,"Extrapolation",9.43523690768518,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1709,"Extrapolation",9.43616673731707,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1754,"Extrapolation",9.43705183084991,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1,"Rarefaction",3.02662465833898,2.08507173854416,4.36367686887763
"unificado analisis","pooled","filogenetica_meanPD",2,46,"Rarefaction",6.3747575510008,5.80727248381958,7.05987446110153
"unificado analisis","pooled","filogenetica_meanPD",2,91,"Rarefaction",6.45320488393944,6.05599993757299,6.9152226182109
"unificado analisis","pooled","filogenetica_meanPD",2,136,"Rarefaction",6.48017732946824,6.15070175195287,6.84800945486218
"unificado analisis","pooled","filogenetica_meanPD",2,181,"Rarefaction",6.4938234173329,6.18807058244732,6.79458165041098
"unificado analisis","pooled","filogenetica_meanPD",2,226,"Rarefaction",6.50206295630556,6.25805187383441,6.76340040970991
"unificado analisis","pooled","filogenetica_meanPD",2,271,"Rarefaction",6.50757777308716,6.23926114433113,6.70998010557478
"unificado analisis","pooled","filogenetica_meanPD",2,316,"Rarefaction",6.51152765547439,6.29463895008204,6.71430041090977
"unificado analisis","pooled","filogenetica_meanPD",2,361,"Rarefaction",6.5144959548777,6.30451448897517,6.69454049623453
"unificado analisis","pooled","filogenetica_meanPD",2,406,"Rarefaction",6.51680813039814,6.35219650557632,6.70764146179929
"unificado analisis","pooled","filogenetica_meanPD",2,450,"Rarefaction",6.51862293842529,6.36469379624109,6.65787232661932
"unificado analisis","pooled","filogenetica_meanPD",2,495,"Rarefaction",6.52014605713672,6.39800042054696,6.62705099261912
"unificado analisis","pooled","filogenetica_meanPD",2,540,"Rarefaction",6.52141586655109,6.40625515564489,6.63232571022469
"unificado analisis","pooled","filogenetica_meanPD",2,585,"Rarefaction",6.52249070704534,6.40830339501513,6.62703764715148
"unificado analisis","pooled","filogenetica_meanPD",2,630,"Rarefaction",6.52341228093445,6.43074282382075,6.61515813922972
"unificado analisis","pooled","filogenetica_meanPD",2,675,"Rarefaction",6.52421118898371,6.43737252129319,6.61169989444841
"unificado analisis","pooled","filogenetica_meanPD",2,720,"Rarefaction",6.52491039406277,6.45464266656204,6.5970630676811
"unificado analisis","pooled","filogenetica_meanPD",2,765,"Rarefaction",6.5255274641911,6.46062670129098,6.58066639108344
"unificado analisis","pooled","filogenetica_meanPD",2,810,"Rarefaction",6.52607606896262,6.47900589135212,6.56022651592268
"unificado analisis","pooled","filogenetica_meanPD",2,855,"Rarefaction",6.52656700405881,6.50252431585055,6.54706359155704
"unificado analisis","pooled","filogenetica_meanPD",2,877,"Observed",6.52678870477405,6.52678870477405,6.52678870477405
"unificado analisis","pooled","filogenetica_meanPD",2,900,"Extrapolation",6.52700890880227,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,945,"Extrapolation",6.52740877894701,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,990,"Extrapolation",6.52777233977929,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1035,"Extrapolation",6.52810432199752,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1080,"Extrapolation",6.5284086686958,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1125,"Extrapolation",6.52868869272264,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1170,"Extrapolation",6.52894719776207,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1215,"Extrapolation",6.52918657253347,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1260,"Extrapolation",6.52940886482426,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1305,"Extrapolation",6.52961584021914,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1349,"Extrapolation",6.5298048759137,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1394,"Extrapolation",6.52998587484199,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1439,"Extrapolation",6.53015556258863,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1484,"Extrapolation",6.53031496733255,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1529,"Extrapolation",6.53046499630307,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1574,"Extrapolation",6.53060645305662,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1619,"Extrapolation",6.53074005187439,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1664,"Extrapolation",6.53086642982533,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1709,"Extrapolation",6.53098615692479,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1754,"Extrapolation",6.53109974473027,NA,NA
