"dataset","source","metric","q","n","method","value","lo","hi"
"unificado analisis","living_trees","filogenetica_meanPD",1,601,"Rarefaction",7.11557755262559,7.0663844802933,7.16173822751664
"unificado analisis","living_trees","filogenetica_meanPD",1,635,"Rarefaction",7.11682876439388,7.08890103835604,7.13940074797093
"unificado analisis","living_trees","filogenetica_meanPD",1,651,"Observed",7.11737484984469,7.11737484984469,7.11737484984469
"unificado analisis","living_trees","filogenetica_meanPD",1,668,"Extrapolation",7.11793480870205,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,702,"Extrapolation",7.11901265444633,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,735,"Extrapolation",7.12000736245765,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,768,"Extrapolation",7.12095388096006,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,802,"Extrapolation",7.12188114529782,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,835,"Extrapolation",7.12273688673417,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,868,"Extrapolation",7.12355117102019,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,902,"Extrapolation",7.12434889106189,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,935,"Extrapolation",7.12508508037329,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,968,"Extrapolation",7.12578560434272,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1002,"Extrapolation",7.12647187819046,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1035,"Extrapolation",7.12710521751375,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1068,"Extrapolation",7.12770787415367,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1102,"Extrapolation",7.12829827149793,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1135,"Extrapolation",7.12884312958296,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1169,"Extrapolation",7.12937690411574,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1202,"Extrapolation",7.12986950689013,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1235,"Extrapolation",7.13033824508766,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1269,"Extrapolation",7.13079744817054,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",1,1302,"Extrapolation",7.13122123143247,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1,"Rarefaction",2.98789762838828,1.97531087329622,4.07395164135804
"unificado analisis","living_trees","filogenetica_meanPD",2,34,"Rarefaction",5.43480622529883,4.99217115040942,5.94510104589454
"unificado analisis","living_trees","filogenetica_meanPD",2,68,"Rarefaction",5.50308955302896,5.18344440085612,5.82347707650651
"unificado analisis","living_trees","filogenetica_meanPD",2,101,"Rarefaction",5.52577337600535,5.33110988608605,5.76569825315739
"unificado analisis","living_trees","filogenetica_meanPD",2,134,"Rarefaction",5.5373562477748,5.31984875301926,5.73267044107591
"unificado analisis","living_trees","filogenetica_meanPD",2,168,"Rarefaction",5.54455516129661,5.37332410268323,5.72497309808191
"unificado analisis","living_trees","filogenetica_meanPD",2,201,"Rarefaction",5.54922326455213,5.37881846362069,5.73121843466975
"unificado analisis","living_trees","filogenetica_meanPD",2,235,"Rarefaction",5.55266661908955,5.40263066565842,5.7169030922741
"unificado analisis","living_trees","filogenetica_meanPD",2,268,"Rarefaction",5.55517586740725,5.41988513768605,5.66818477174958
"unificado analisis","living_trees","filogenetica_meanPD",2,301,"Rarefaction",5.55713649212176,5.45837560130988,5.67643306432714
"unificado analisis","living_trees","filogenetica_meanPD",2,335,"Rarefaction",5.55875356296023,5.4730115504191,5.65987106448177
"unificado analisis","living_trees","filogenetica_meanPD",2,368,"Rarefaction",5.56003799000128,5.47500125988735,5.64446355945907
"unificado analisis","living_trees","filogenetica_meanPD",2,401,"Rarefaction",5.56111147024045,5.47756151209469,5.64539179170689
"unificado analisis","living_trees","filogenetica_meanPD",2,435,"Rarefaction",5.56204746738744,5.48245835673806,5.63823731942923
"unificado analisis","living_trees","filogenetica_meanPD",2,468,"Rarefaction",5.56282611678491,5.48258095760954,5.61999364921142
"unificado analisis","living_trees","filogenetica_meanPD",2,501,"Rarefaction",5.56350236645936,5.49786551607028,5.62236035453465
"unificado analisis","living_trees","filogenetica_meanPD",2,535,"Rarefaction",5.56411199388328,5.52275674054764,5.61345243630269
"unificado analisis","living_trees","filogenetica_meanPD",2,568,"Rarefaction",5.56463400197636,5.5262279938442,5.60198089641144
"unificado analisis","living_trees","filogenetica_meanPD",2,601,"Rarefaction",5.56509876713131,5.5359411831353,5.59420941017959
"unificado analisis","living_trees","filogenetica_meanPD",2,635,"Rarefaction",5.56552716060788,5.54956591446202,5.58058540080398
"unificado analisis","living_trees","filogenetica_meanPD",2,651,"Observed",5.5657132944544,5.5657132944544,5.5657132944544
"unificado analisis","living_trees","filogenetica_meanPD",2,668,"Extrapolation",5.56590130436739,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,702,"Extrapolation",5.56625004014183,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,735,"Extrapolation",5.56655770072669,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,768,"Extrapolation",5.56683895148332,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,802,"Extrapolation",5.56710454306736,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,835,"Extrapolation",5.5673416603959,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,868,"Extrapolation",5.56756076602,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,902,"Extrapolation",5.56776975906523,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,935,"Extrapolation",5.56795808319213,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,968,"Extrapolation",5.56813357850444,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1002,"Extrapolation",5.56830231197354,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1035,"Extrapolation",5.56845548996591,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1068,"Extrapolation",5.56859920956517,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1102,"Extrapolation",5.56873828863758,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1135,"Extrapolation",5.56886531473409,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1169,"Extrapolation",5.56898869467027,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1202,"Extrapolation",5.56910177560721,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1235,"Extrapolation",5.56920881758321,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1269,"Extrapolation",5.56931328441746,NA,NA
"unificado analisis","living_trees","filogenetica_meanPD",2,1302,"Extrapolation",5.56940946448478,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1,"Rarefaction",2.91786917233477,1.90273945749247,5.77897386535354
"unificado analisis","pooled","filogenetica_meanPD",0,47,"Rarefaction",17.8171232825641,13.0851080963424,21.1420986916925
"unificado analisis","pooled","filogenetica_meanPD",0,92,"Rarefaction",20.6857716251143,17.9096401712059,23.3177163165637
"unificado analisis","pooled","filogenetica_meanPD",0,138,"Rarefaction",22.2854341175037,19.3075039013703,24.803386008249
"unificado analisis","pooled","filogenetica_meanPD",0,183,"Rarefaction",23.4034342448053,20.994550949203,25.6641756572186
"unificado analisis","pooled","filogenetica_meanPD",0,229,"Rarefaction",24.3186113727113,22.0695872324425,26.6031653688372
"unificado analisis","pooled","filogenetica_meanPD",0,274,"Rarefaction",25.0737395578022,23.3560589268586,27.2255817622956
"unificado analisis","pooled","filogenetica_meanPD",0,320,"Rarefaction",25.7426753476132,23.8458782019114,27.7708748715666
"unificado analisis","pooled","filogenetica_meanPD",0,365,"Rarefaction",26.3188914553456,24.4257717832099,28.0107084681558
"unificado analisis","pooled","filogenetica_meanPD",0,411,"Rarefaction",26.8434707891271,24.971543537387,28.4496431475533
"unificado analisis","pooled","filogenetica_meanPD",0,456,"Rarefaction",27.3045536197991,25.5697723344623,28.8240558950371
"unificado analisis","pooled","filogenetica_meanPD",0,502,"Rarefaction",27.7312931129219,25.9852814484701,29.0965496503148
"unificado analisis","pooled","filogenetica_meanPD",0,547,"Rarefaction",28.1118033104373,26.1705859953205,29.4488140767665
"unificado analisis","pooled","filogenetica_meanPD",0,593,"Rarefaction",28.4685556501618,26.7272446019949,29.6223685941047
"unificado analisis","pooled","filogenetica_meanPD",0,638,"Rarefaction",28.7904777346502,27.2324009722433,29.7774726426552
"unificado analisis","pooled","filogenetica_meanPD",0,684,"Rarefaction",29.0956795693713,27.7163922587875,29.9704868769637
"unificado analisis","pooled","filogenetica_meanPD",0,729,"Rarefaction",29.3739930068276,27.7271996285837,30.0425256165714
"unificado analisis","pooled","filogenetica_meanPD",0,775,"Rarefaction",29.6404933507964,28.387290215358,30.1874735075583
"unificado analisis","pooled","filogenetica_meanPD",0,820,"Rarefaction",29.8858386973561,28.9429672182783,30.2319397704954
"unificado analisis","pooled","filogenetica_meanPD",0,866,"Rarefaction",30.1229275959728,29.6684502320467,30.2319397704954
"unificado analisis","pooled","filogenetica_meanPD",0,888,"Observed",30.2319397704954,30.2319397704954,30.2319397704954
"unificado analisis","pooled","filogenetica_meanPD",0,911,"Extrapolation",30.3431188753096,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,957,"Extrapolation",30.557255136187,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1002,"Extrapolation",30.7565597892279,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1048,"Extrapolation",30.9503979324854,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1093,"Extrapolation",31.1308103658105,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1139,"Extrapolation",31.3062744634255,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1184,"Extrapolation",31.4695854830212,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1230,"Extrapolation",31.6284172229176,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1275,"Extrapolation",31.776247883088,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1321,"Extrapolation",31.9200238574405,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1366,"Extrapolation",32.0538415516813,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1412,"Extrapolation",32.1839889064514,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1457,"Extrapolation",32.3051219330596,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1503,"Extrapolation",32.4229325340999,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1548,"Extrapolation",32.5325832810995,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1594,"Extrapolation",32.6392265374454,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1639,"Extrapolation",32.7384834177052,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1685,"Extrapolation",32.8350178893371,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1730,"Extrapolation",32.9248661443513,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",0,1776,"Extrapolation",33.0122500496498,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1,"Rarefaction",2.91786917233476,1.90273945749247,5.77897386535354
"unificado analisis","pooled","filogenetica_meanPD",1,47,"Rarefaction",9.25914534701135,7.11895094299317,11.7481645711485
"unificado analisis","pooled","filogenetica_meanPD",1,92,"Rarefaction",9.62738081200545,8.05852532242008,11.4717183177407
"unificado analisis","pooled","filogenetica_meanPD",1,138,"Rarefaction",9.77029535226528,8.14982031130111,10.9598511919489
"unificado analisis","pooled","filogenetica_meanPD",1,183,"Rarefaction",9.8452319163568,8.51390319732267,10.8472179500638
"unificado analisis","pooled","filogenetica_meanPD",1,229,"Rarefaction",9.89368040999345,8.70741633110582,11.06813198719
"unificado analisis","pooled","filogenetica_meanPD",1,274,"Rarefaction",9.92660074851834,9.13549345651013,10.7348950190719
"unificado analisis","pooled","filogenetica_meanPD",1,320,"Rarefaction",9.95147068877319,9.24302400774812,10.8097407039035
"unificado analisis","pooled","filogenetica_meanPD",1,365,"Rarefaction",9.97023207030673,9.14399780929313,10.5831406483215
"unificado analisis","pooled","filogenetica_meanPD",1,411,"Rarefaction",9.98550516376759,9.21241700010306,10.5881425059365
"unificado analisis","pooled","filogenetica_meanPD",1,456,"Rarefaction",9.99769741480108,9.38387651404865,10.5984386732021
"unificado analisis","pooled","filogenetica_meanPD",1,502,"Rarefaction",10.0080720234783,9.40572400266933,10.5814128239404
"unificado analisis","pooled","filogenetica_meanPD",1,547,"Rarefaction",10.01665625092,9.45236235803783,10.4663390851435
"unificado analisis","pooled","filogenetica_meanPD",1,593,"Rarefaction",10.024180209119,9.61022293337502,10.4255509014758
"unificado analisis","pooled","filogenetica_meanPD",1,638,"Rarefaction",10.030563350195,9.66765607412046,10.395204031846
"unificado analisis","pooled","filogenetica_meanPD",1,684,"Rarefaction",10.0362789357254,9.66692442404661,10.3686102827906
"unificado analisis","pooled","filogenetica_meanPD",1,729,"Rarefaction",10.0412187508715,9.66563963388166,10.2917758289003
"unificado analisis","pooled","filogenetica_meanPD",1,775,"Rarefaction",10.0457144389908,9.81930083114399,10.2386131093022
"unificado analisis","pooled","filogenetica_meanPD",1,820,"Rarefaction",10.0496563205802,9.87828898516268,10.2045049454713
"unificado analisis","pooled","filogenetica_meanPD",1,866,"Rarefaction",10.0532901812449,9.94303988976229,10.1243198727395
"unificado analisis","pooled","filogenetica_meanPD",1,888,"Observed",10.0549039765442,10.0549039765442,10.0549039765442
"unificado analisis","pooled","filogenetica_meanPD",1,911,"Extrapolation",10.0565321977433,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,957,"Extrapolation",10.0596667384229,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1002,"Extrapolation",10.0625823357247,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1048,"Extrapolation",10.0654161791389,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1093,"Extrapolation",10.0680520824679,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1139,"Extrapolation",10.0706140745801,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1184,"Extrapolation",10.0729971150486,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1230,"Extrapolation",10.0753133346216,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1275,"Extrapolation",10.0774677694265,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1321,"Extrapolation",10.0795617934811,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1366,"Extrapolation",10.0815095528205,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1412,"Extrapolation",10.0834026966278,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1457,"Extrapolation",10.0851636069304,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1503,"Extrapolation",10.0868751409824,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1548,"Extrapolation",10.0884671267226,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1594,"Extrapolation",10.0900144728883,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1639,"Extrapolation",10.0914537390413,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1685,"Extrapolation",10.0928526479053,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1730,"Extrapolation",10.0941538448991,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",1,1776,"Extrapolation",10.0954185560886,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1,"Rarefaction",2.91786917233477,1.90273945749247,5.77897386535354
"unificado analisis","pooled","filogenetica_meanPD",2,47,"Rarefaction",6.18823702683562,5.15211840627629,7.74274897378393
"unificado analisis","pooled","filogenetica_meanPD",2,92,"Rarefaction",6.2628770090899,5.47296788811532,7.23969529719558
"unificado analisis","pooled","filogenetica_meanPD",2,138,"Rarefaction",6.28928711227683,5.54305295408629,6.95507796660438
"unificado analisis","pooled","filogenetica_meanPD",2,183,"Rarefaction",6.30235756630881,5.66396265040332,6.84441104292778
"unificado analisis","pooled","filogenetica_meanPD",2,229,"Rarefaction",6.31043619327151,5.70000074336318,6.97855497714947
"unificado analisis","pooled","filogenetica_meanPD",2,274,"Rarefaction",6.31572567330639,5.90073991534979,6.80054123061468
"unificado analisis","pooled","filogenetica_meanPD",2,320,"Rarefaction",6.31960069432485,5.9585964695039,6.78474122215127
"unificado analisis","pooled","filogenetica_meanPD",2,365,"Rarefaction",6.32244940634262,5.9049296293723,6.66177817454032
"unificado analisis","pooled","filogenetica_meanPD",2,411,"Rarefaction",6.32471850607753,5.93766208515913,6.63803465176299
"unificado analisis","pooled","filogenetica_meanPD",2,456,"Rarefaction",6.32649643417704,6.03359078785205,6.62884451254343
"unificado analisis","pooled","filogenetica_meanPD",2,502,"Rarefaction",6.32798518450101,6.04121354411428,6.61850231983985
"unificado analisis","pooled","filogenetica_meanPD",2,547,"Rarefaction",6.32919980220133,6.04619548993806,6.56568140259221
"unificado analisis","pooled","filogenetica_meanPD",2,593,"Rarefaction",6.33025125417751,6.11624595056705,6.5535521152359
"unificado analisis","pooled","filogenetica_meanPD",2,638,"Rarefaction",6.33113340619241,6.15371391416114,6.53044814139487
"unificado analisis","pooled","filogenetica_meanPD",2,684,"Rarefaction",6.33191539672571,6.16555233162815,6.51143529927811
"unificado analisis","pooled","filogenetica_meanPD",2,729,"Rarefaction",6.33258504830004,6.15548312601629,6.45821968819452
"unificado analisis","pooled","filogenetica_meanPD",2,775,"Rarefaction",6.33318932518138,6.2197879396914,6.43075541192445
"unificado analisis","pooled","filogenetica_meanPD",2,820,"Rarefaction",6.33371495720956,6.24156510340243,6.4127085151959
"unificado analisis","pooled","filogenetica_meanPD",2,866,"Rarefaction",6.33419588510406,6.27624138207548,6.37088750494246
"unificado analisis","pooled","filogenetica_meanPD",2,888,"Observed",6.33440830404654,6.33440830404654,6.33440830404654
"unificado analisis","pooled","filogenetica_meanPD",2,911,"Extrapolation",6.33461942286708,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,957,"Extrapolation",6.3350112543354,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1002,"Extrapolation",6.33535979656529,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1048,"Extrapolation",6.33568518160155,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1093,"Extrapolation",6.33597701979457,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1139,"Extrapolation",6.3362515333687,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1184,"Extrapolation",6.33649945976892,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1230,"Extrapolation",6.33673416338674,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1275,"Extrapolation",6.33694739258959,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1321,"Extrapolation",6.33715035836789,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1366,"Extrapolation",6.33733569599441,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1412,"Extrapolation",6.33751295237789,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1457,"Extrapolation",6.33767553383151,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1503,"Extrapolation",6.33783167372433,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1548,"Extrapolation",6.33797544684708,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1594,"Extrapolation",6.33811403082877,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1639,"Extrapolation",6.33824208035911,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1685,"Extrapolation",6.33836591124459,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1730,"Extrapolation",6.33848068242798,NA,NA
"unificado analisis","pooled","filogenetica_meanPD",2,1776,"Extrapolation",6.33859199663889,NA,NA
